CLM       PUR       FRN       SAR       ADY       RUS       ESN       MZB       HZP       KLS       MAN       MSL       IBS       BAS       PEL       PTH       CEU       MXL
10,8      8,10      14,26     17,23     15,13     15,25     13,27     15,13     19,15     21,17     15,21     19,19     15,13     18,20     25,15     15,13     11,9      14,24
8,10      5,13      19,21     21,19     9,19      17,23     17,23     9,19      7,27      7,31      18,18     16,22     9,19      8,30      6,34      9,19      7,13      23,15
8,10      7,11      11,29     12,28     12,16     6,34      3,37      12,16     16,18     9,29      10,26     9,29      12,16     16,22     17,23     12,16     5,15      12,26
5,13      2,16      10,30     10,30     7,21      8,32      18,22     7,21      2,32      9,29      11,25     15,23     7,21      7,31      7,33      7,21      5,15      4,34
7,11      3,15      13,27     13,27     10,18     10,30     8,32      10,18     8,26      21,17     3,33      12,26     10,18     9,29      10,30     10,18     11,9      4,34
5,13      5,13      7,33      10,30     8,20      8,32      8,32      8,20      16,18     5,33      11,25     6,32      8,20      16,22     16,24     8,20      3,17      13,25
5,13      2,16      8,32      13,27     7,21      11,29     4,36      7,21      2,32      4,34      3,33      9,29      7,21      8,30      6,34      7,21      5,15      4,34
2,16      4,14      16,24     9,31      8,20      12,28     15,25     8,20      7,27      6,32      20,16     15,23     8,20      10,28     7,33      8,20      6,14      9,29
4,14      4,14      6,34      8,32      7,21      6,34      3,37      7,21      16,18     3,35      9,27      5,33      7,21      9,29      15,25     7,21      2,18      10,28
8,10      12,6      15,25     12,28     12,16     7,33      7,33      12,16     18,16     24,14     6,30      2,36      12,16     12,26     17,23     12,16     6,14      20,18
4,14      4,14      6,34      8,32      7,21      6,34      4,36      7,21      16,18     2,36      9,27      5,33      7,21      9,29      14,26     7,21      2,18      10,28
9,9       4,14      7,33      15,25     9,19      14,26     20,20     9,19      4,30      11,27     6,30      20,18     9,19      8,30      6,34      9,19      7,13      6,32
5,13      3,15      7,33      11,29     8,20      10,30     8,32      8,20      3,31      5,33      3,33      10,28     8,20      9,29      3,37      8,20      4,16      5,33
7,11      10,8      17,23     14,26     9,19      19,21     12,28     9,19      9,25      23,15     4,32      14,24     9,19      14,24     16,24     9,19      8,12      17,21
5,13      5,13      14,26     13,27     11,17     11,29     20,20     11,17     16,18     2,36      31,5      18,20     11,17     14,24     16,24     11,17     6,14      18,20
13,5      6,12      14,26     15,25     7,21      10,30     16,24     7,21      8,26      10,28     7,29      15,23     7,21      16,22     8,32      7,21      13,7      7,31
5,13      10,8      17,23     16,24     8,20      18,22     5,35      8,20      7,27      17,21     5,31      6,32      8,20      9,29      13,27     8,20      9,11      16,22
4,14      2,16      11,29     11,29     12,16     12,28     6,34      12,16     18,16     2,36      5,31      4,34      12,16     11,27     16,24     12,16     7,13      12,26
4,14      2,16      10,30     11,29     10,18     14,26     8,32      10,18     18,16     2,36      4,32      5,33      10,18     11,27     15,25     10,18     5,15      13,25
6,12      13,5      21,19     18,22     8,20      18,22     10,30     8,20      9,25      17,21     11,25     10,28     8,20      12,26     19,21     8,20      11,9      21,17
4,14      2,16      10,30     11,29     10,18     14,26     5,35      10,18     18,16     2,36      2,34      3,35      10,18     11,27     15,25     10,18     5,15      13,25
6,12      13,5      21,19     18,22     8,20      18,22     6,34      8,20      7,27      17,21     6,30      7,31      8,20      12,26     19,21     8,20      11,9      20,18
4,14      2,16      10,30     11,29     10,18     14,26     5,35      10,18     18,16     2,36      2,34      3,35      10,18     11,27     15,25     10,18     5,15      13,25
6,12      13,5      21,19     18,22     8,20      18,22     6,34      8,20      7,27      17,21     6,30      7,31      8,20      12,26     19,21     8,20      11,9      20,18
11,7      3,15      11,29     13,27     11,17     12,28     29,11     11,17     9,25      19,19     28,8      27,11     11,17     17,21     7,33      11,17     8,12      7,31
7,11      3,15      6,34      8,32      6,22      7,33      21,19     6,22      6,28      11,27     21,15     17,21     6,22      7,31      4,36      6,22      2,18      4,34
6,12      13,5      21,19     18,22     8,20      18,22     6,34      8,20      7,27      17,21     6,30      7,31      8,20      12,26     19,21     8,20      11,9      20,18
4,14      2,16      10,30     11,29     11,17     14,26     5,35      11,17     18,16     2,36      2,34      3,35      11,17     11,27     15,25     11,17     5,15      13,25
10,8      13,5      27,13     19,21     11,17     16,24     7,33      11,17     10,24     32,6      6,30      5,33      11,17     24,14     20,20     11,17     13,7      21,17
7,11      3,15      12,28     21,19     16,12     23,17     9,31      16,12     24,10     6,32      12,24     8,30      16,12     14,24     20,20     16,12     7,13      15,23
10,8      13,5      27,13     19,21     12,16     16,24     7,33      12,16     11,23     32,6      4,32      4,34      12,16     24,14     21,19     12,16     13,7      22,16
8,10      4,14      11,29     17,23     14,14     19,21     14,26     14,14     21,13     7,31      12,24     17,21     14,14     14,24     20,20     14,14     6,14      14,24
6,12      4,14      8,32      7,33      5,23      4,36      12,28     5,23      5,29      12,26     15,21     12,26     5,23      10,28     5,35      5,23      5,15      7,31
5,13      3,15      7,33      7,33      4,24      3,37      22,18     4,24      5,29      12,26     16,20     19,19     4,24      7,31      3,37      4,24      3,17      11,27
8,10      2,16      17,23     20,20     7,21      18,22     28,12     7,21      16,18     15,23     30,6      28,10     7,21      19,19     16,24     7,21      6,14      20,18
5,13      10,8      27,13     28,12     16,12     26,14     14,26     16,12     14,20     17,21     11,25     12,26     16,12     20,18     23,17     16,12     14,6      18,20
3,15      2,16      11,29     15,25     9,19      14,26     14,26     9,19      15,19     6,32      15,21     14,24     9,19      14,24     9,31      9,19      5,15      8,30
9,9       7,11      17,23     10,30     16,12     9,31      14,26     16,12     14,20     12,26     7,29      13,25     16,12     15,23     16,24     16,12     8,12      13,25
5,13      8,10      19,21     25,15     11,17     24,16     7,33      11,17     14,20     24,14     16,20     9,29      11,17     16,22     21,19     11,17     7,13      22,16
9,9       4,14      16,24     25,15     10,18     20,20     23,17     10,18     19,15     19,19     22,14     18,20     10,18     21,17     17,23     10,18     8,12      16,22
7,11      6,12      15,25     5,35      13,15     7,33      16,24     13,15     11,23     8,30      13,23     18,20     13,15     13,25     11,29     13,15     7,13      11,27
4,14      10,8      14,26     14,26     5,23      17,23     6,34      5,23      5,29      12,26     10,26     9,29      5,23      6,32      19,21     5,23      8,12      22,16
9,9       9,9       17,23     7,33      17,11     9,31      19,21     17,11     12,22     12,26     11,25     20,18     17,11     16,22     17,23     17,11     8,12      17,21
4,14      1,17      9,31      13,27     7,21      10,30     14,26     7,21      11,23     13,25     7,29      8,30      7,21      9,29      6,34      7,21      5,15      3,35
9,9       3,15      5,35      11,29     5,23      10,30     16,24     5,23      11,23     17,21     22,14     19,19     5,23      11,27     9,31      5,23      4,16      13,25
6,12      7,11      14,26     11,29     11,17     9,31      11,29     11,17     11,23     7,31      7,29      13,25     11,17     14,24     8,32      11,17     4,16      8,30
7,11      3,15      6,34      9,31      4,24      8,32      16,24     4,24      11,23     12,26     22,14     19,19     4,24      13,25     9,31      4,24      5,15      13,25
6,12      3,15      4,36      9,31      2,26      4,36      15,25     2,26      3,31      10,28     13,23     19,19     2,26      7,31      8,32      2,26      4,16      12,26
6,12      7,11      13,27     10,30     11,17     9,31      12,28     11,17     11,23     7,31      9,27      13,25     11,17     14,24     9,31      11,17     4,16      6,32
10,8      10,8      17,23     19,21     13,15     13,27     25,15     13,15     14,20     17,21     19,17     29,9      13,15     21,17     17,23     13,15     8,12      17,21
10,8      10,8      19,21     12,28     13,15     20,20     18,22     13,15     16,18     20,18     21,15     12,26     13,15     13,25     19,21     13,15     7,13      18,20
10,8      7,11      21,19     18,22     17,11     22,18     14,26     17,11     17,17     22,16     18,18     17,21     17,11     21,17     21,19     17,11     8,12      9,29
3,15      3,15      4,36      3,37      3,25      8,32      19,21     3,25      4,30      4,34      17,19     16,22     3,25      4,34      5,35      3,25      3,17      5,33
8,10      7,11      15,25     14,26     12,16     18,22     27,13     12,16     25,9      18,20     30,6      25,13     12,16     14,24     18,22     12,16     7,13      14,24
10,8      10,8      25,15     19,21     14,14     20,20     5,35      14,14     10,24     29,9      5,31      9,29      14,14     27,11     25,15     14,14     14,6      23,15
5,13      5,13      11,29     18,22     12,16     18,22     7,33      12,16     22,12     5,33      10,26     9,29      12,16     11,27     13,27     12,16     4,16      8,30
5,13      7,11      13,27     15,25     13,15     14,26     14,26     13,15     22,12     9,29      10,26     15,23     13,15     8,30      10,30     13,15     5,15      10,28
10,8      10,8      24,16     18,22     13,15     19,21     6,34      13,15     10,24     29,9      8,28      11,27     13,15     26,12     25,15     13,15     14,6      25,13
10,8      13,5      17,23     11,29     14,14     13,27     5,35      14,14     20,14     20,18     7,29      7,31      14,14     18,20     13,27     14,14     11,9      19,19
4,14      3,15      10,30     10,30     6,22      9,31      15,25     6,22      6,28      14,24     13,23     12,26     6,22      9,29      12,28     6,22      5,15      8,30
7,11      3,15      10,30     13,27     6,22      12,28     7,33      6,22      5,29      14,24     7,29      14,24     6,22      10,28     14,26     6,22      5,15      9,29
8,10      13,5      22,18     19,21     16,12     16,24     17,23     16,12     24,10     23,15     10,26     5,33      16,12     19,19     19,21     16,12     10,10     9,29
7,11      4,14      16,24     23,17     11,17     25,15     13,27     11,17     8,26      15,23     9,27      19,19     11,17     18,20     19,21     11,17     9,11      15,23
9,9       14,4      24,16     21,19     16,12     20,20     7,33      16,12     23,11     23,15     9,27      4,34      16,12     21,17     22,18     16,12     10,10     9,29
4,14      3,15      9,31      12,28     7,21      11,29     14,26     7,21      6,28      5,33      12,24     9,29      7,21      7,31      9,31      7,21      8,12      8,30
9,9       9,9       14,26     15,25     5,23      14,26     26,14     5,23      10,24     19,19     20,16     25,13     5,23      11,27     22,18     5,23      8,12      8,30
6,12      7,11      11,29     11,29     4,24      7,33      4,36      4,24      10,24     10,28     6,30      4,34      4,24      7,31      16,24     4,24      7,13      2,36
8,10      9,9       14,26     14,26     5,23      14,26     26,14     5,23      10,24     19,19     18,18     22,16     5,23      11,27     22,18     5,23      8,12      8,30
8,10      9,9       14,26     14,26     5,23      14,26     25,15     5,23      10,24     19,19     18,18     22,16     5,23      11,27     22,18     5,23      8,12      8,30
9,9       9,9       14,26     14,26     5,23      14,26     25,15     5,23      10,24     19,19     20,16     25,13     5,23      11,27     22,18     5,23      8,12      9,29
5,13      4,14      11,29     8,32      10,18     21,19     28,12     10,18     15,19     18,20     19,17     20,18     10,18     14,24     19,21     10,18     7,13      18,20
7,11      8,10      18,22     22,18     15,13     13,27     26,14     15,13     9,25      14,24     22,14     30,8      15,13     19,19     8,32      15,13     7,13      19,19
4,14      3,15      11,29     8,32      10,18     21,19     11,29     10,18     15,19     17,21     11,25     7,31      10,18     12,26     19,21     10,18     7,13      17,21
3,15      5,13      11,29     10,30     9,19      7,33      3,37      9,19      7,27      2,36      2,34      4,34      9,19      16,22     6,34      9,19      3,17      8,30
8,10      5,13      10,30     8,32      9,19      21,19     38,2      9,19      15,19     17,21     31,5      33,5      9,19      12,26     19,21     9,19      7,13      21,17
6,12      5,13      12,28     10,30     7,21      17,23     6,34      7,21      15,19     17,21     9,27      8,30      7,21      15,23     16,24     7,21      9,11      20,18
5,13      1,17      7,33      14,26     7,21      11,29     5,35      7,21      3,31      3,35      7,29      5,33      7,21      13,25     10,30     7,21      3,17      5,33
8,10      10,8      21,19     17,23     11,17     9,31      7,33      11,17     15,19     20,18     2,34      5,33      11,17     12,26     17,23     11,17     11,9      19,19
4,14      1,17      3,37      3,37      3,25      9,31      12,28     3,25      2,32      12,26     6,30      7,31      3,25      3,35      10,30     3,25      2,18      3,35
6,12      2,16      9,31      14,26     8,20      12,28     4,36      8,20      9,25      4,34      15,21     5,33      8,20      12,26     11,29     8,20      3,17      2,36
8,10      11,7      17,23     16,24     11,17     9,31      14,26     11,17     16,18     15,23     6,30      4,34      11,17     13,25     17,23     11,17     14,6      21,17
5,13      4,14      10,30     8,32      11,17     18,22     15,25     11,17     19,15     14,24     19,17     23,15     11,17     15,23     12,28     11,17     5,15      12,26
8,10      11,7      11,29     9,31      7,21      11,29     13,27     7,21      11,23     18,20     7,29      18,20     7,21      13,25     18,22     7,21      11,9      12,26
4,14      8,10      12,28     13,27     9,19      17,23     10,30     9,19      8,26      14,24     10,26     12,26     9,19      11,27     14,26     9,19      8,12      12,26
4,14      2,16      14,26     6,34      7,21      8,32      4,36      7,21      7,27      8,30      6,30      8,30      7,21      7,31      8,32      7,21      6,14      11,27
7,11      6,12      16,24     12,28     13,15     14,26     29,11     13,15     18,16     10,28     25,11     26,12     13,15     12,26     16,24     13,15     7,13      18,20
2,16      2,16      15,25     6,34      7,21      8,32      3,37      7,21      6,28      8,30      5,31      6,32      7,21      5,33      8,32      7,21      6,14      9,29
4,14      7,11      13,27     17,23     13,15     17,23     8,32      13,15     10,24     14,24     12,24     12,26     13,15     6,32      11,29     13,15     7,13      13,25
2,16      2,16      12,28     6,34      7,21      7,33      3,37      7,21      6,28      7,31      4,32      7,31      7,21      9,29      10,30     7,21      7,13      9,29
9,9       5,13      11,29     13,27     9,19      10,30     14,26     9,19      10,24     14,24     11,25     8,30      9,19      16,22     10,30     9,19      5,15      13,25
4,14      7,11      13,27     16,24     9,19      17,23     10,30     9,19      9,25      14,24     16,20     11,27     9,19      5,33      11,29     9,19      7,13      12,26
6,12      7,11      16,24     11,29     13,15     14,26     29,11     13,15     17,17     16,22     24,12     24,14     13,15     18,20     19,21     13,15     8,12      20,18
5,13      7,11      14,26     16,24     8,20      15,25     9,31      8,20      7,27      14,24     9,27      10,28     8,20      5,33      11,29     8,20      7,13      9,29
5,13      6,12      16,24     11,29     10,18     14,26     19,21     10,18     17,17     10,28     22,14     16,22     10,18     17,21     19,21     10,18     8,12      16,22
8,10      5,13      10,30     13,27     10,18     12,28     16,24     10,18     10,24     14,24     14,22     16,22     10,18     17,21     10,30     10,18     5,15      17,21
2,16      3,15      12,28     6,34      7,21      8,32      6,34      7,21      6,28      7,31      5,31      4,34      7,21      9,29      10,30     7,21      7,13      8,30
6,12      6,12      16,24     11,29     10,18     14,26     21,19     10,18     17,17     10,28     19,17     21,17     10,18     17,21     19,21     10,18     8,12      15,23
5,13      8,10      14,26     15,25     8,20      14,26     16,24     8,20      7,27      14,24     14,22     12,26     8,20      5,33      11,29     8,20      7,13      10,28
11,7      7,11      14,26     18,22     13,15     17,23     18,22     13,15     21,13     17,21     16,20     21,17     13,15     24,14     19,21     13,15     5,15      19,19
1,17      3,15      11,29     7,33      6,22      8,32      11,29     6,22      6,28      4,34      19,17     12,26     6,22      10,28     6,34      6,22      6,14      14,24
7,11      8,10      14,26     15,25     8,20      14,26     21,19     8,20      8,26      14,24     12,24     18,20     8,20      5,33      11,29     8,20      7,13      10,28
4,14      4,14      5,35      6,34      7,21      7,33      3,37      7,21      13,21     10,28     2,34      4,34      7,21      8,30      13,27     7,21      3,17      5,33
6,12      7,11      14,26     15,25     8,20      14,26     20,20     8,20      8,26      14,24     13,23     18,20     8,20      5,33      11,29     8,20      7,13      10,28
2,16      4,14      11,29     7,33      6,22      8,32      16,24     6,22      6,28      4,34      20,16     16,22     6,22      10,28     6,34      6,22      6,14      14,24
6,12      7,11      16,24     12,28     10,18     15,25     15,25     10,18     18,16     14,24     15,21     14,24     10,18     17,21     18,22     10,18     9,11      14,24
1,17      2,16      11,29     7,33      6,22      8,32      7,33      6,22      6,28      4,34      11,25     9,29      6,22      10,28     6,34      6,22      6,14      13,25
6,12      8,10      14,26     16,24     8,20      16,24     17,23     8,20      9,25      14,24     13,23     19,19     8,20      5,33      11,29     8,20      9,11      10,28
8,10      6,12      21,19     20,20     13,15     18,22     12,28     13,15     13,21     14,24     13,23     7,31      13,15     24,14     16,24     13,15     9,11      19,19
7,11      9,9       14,26     15,25     11,17     16,24     40,0      11,17     17,17     14,24     33,3      35,3      11,17     7,31      11,29     11,17     7,13      20,18
6,12      7,11      17,23     12,28     10,18     13,27     6,34      10,18     10,24     12,26     11,25     5,33      10,18     16,22     19,21     10,18     9,11      10,28
7,11      9,9       14,26     15,25     11,17     16,24     38,2      11,17     17,17     14,24     29,7      33,5      11,17     7,31      11,29     11,17     7,13      18,20
7,11      4,14      9,31      13,27     7,21      11,29     12,28     7,21      7,27      12,26     13,23     4,34      7,21      15,23     10,30     7,21      4,16      13,25
6,12      7,11      17,23     13,27     13,15     15,25     14,26     13,15     18,16     12,26     14,22     12,26     13,15     18,20     19,21     13,15     9,11      15,23
6,12      8,10      14,26     14,26     8,20      14,26     20,20     8,20      9,25      14,24     17,19     24,14     8,20      5,33      11,29     8,20      7,13      11,27
4,14      4,14      5,35      6,34      7,21      8,32      3,37      7,21      12,22     10,28     2,34      4,34      7,21      8,30      13,27     7,21      3,17      5,33
6,12      3,15      9,31      14,26     9,19      12,28     11,29     9,19      8,26      12,26     12,24     9,29      9,19      17,21     10,30     9,19      4,16      17,21
7,11      9,9       26,14     25,15     14,14     24,16     8,32      14,14     9,25      17,21     8,28      3,35      14,14     21,17     17,23     14,14     12,8      18,20
5,13      3,15      13,27     14,26     10,18     11,29     3,37      10,18     5,29      12,26     5,31      6,32      10,18     11,27     11,29     10,18     8,12      5,33
4,14      2,16      5,35      19,21     8,20      12,28     28,12     8,20      5,29      7,31      28,8      18,20     8,20      6,32      11,29     8,20      4,16      8,30
8,10      4,14      12,28     8,32      2,26      10,30     27,13     2,26      8,26      11,27     24,12     23,15     2,26      11,27     9,31      2,26      4,16      18,20
9,9       4,14      17,23     22,18     7,21      13,27     26,14     7,21      16,18     14,24     28,8      25,13     7,21      16,22     17,23     7,21      8,12      19,19
8,10      7,11      9,31      6,34      10,18     11,29     11,29     10,18     16,18     4,34      8,28      14,24     10,18     3,35      18,22     10,18     3,17      10,28
4,14      2,16      19,21     25,15     5,23      12,28     30,10     5,23      9,25      16,22     31,5      26,12     5,23      21,17     12,28     5,23      10,10     20,18
4,14      2,16      19,21     25,15     5,23      12,28     31,9      5,23      9,25      16,22     28,8      26,12     5,23      21,17     12,28     5,23      10,10     20,18
7,11      5,13      8,32      6,34      7,21      11,29     4,36      7,21      10,24     4,34      4,32      3,35      7,21      3,35      14,26     7,21      3,17      8,30
1,17      1,17      6,34      14,26     2,26      3,37      7,33      2,26      2,32      4,34      6,30      5,33      2,26      7,31      6,34      2,26      4,16      6,32
7,11      9,9       12,28     9,31      15,13     16,24     6,34      15,13     10,24     14,24     5,31      9,29      15,13     14,24     10,30     15,13     5,15      13,25
3,15      4,14      19,21     25,15     5,23      13,27     30,10     5,23      9,25      20,18     25,11     20,18     5,23      21,17     11,29     5,23      11,9      18,20
8,10      9,9       13,27     9,31      17,11     16,24     12,28     17,11     13,21     14,24     12,24     18,20     17,11     14,24     15,25     17,11     5,15      14,24
3,15      4,14      20,20     25,15     5,23      13,27     27,13     5,23      9,25      20,18     22,14     17,21     5,23      21,17     11,29     5,23      11,9      18,20
10,8      8,10      12,28     8,32      12,16     17,23     17,23     12,16     20,14     10,28     21,15     25,13     12,16     10,28     20,20     12,16     5,15      17,21
9,9       10,8      14,26     9,31      18,10     19,21     19,21     18,10     19,15     21,17     20,16     24,14     18,10     19,19     17,23     18,10     6,14      19,19
1,17      3,15      12,28     16,24     5,23      4,36      6,34      5,23      3,31      10,28     4,32      2,36      5,23      12,26     6,34      5,23      7,13      7,31
6,12      9,9       18,22     22,18     12,16     16,24     7,33      12,16     13,21     24,14     3,33      4,34      12,16     18,20     18,22     12,16     10,10     13,25
2,16      1,17      10,30     11,29     2,26      7,33      16,24     2,26      3,31      6,32      13,23     10,28     2,26      10,28     5,35      2,26      5,15      8,30
7,11      5,13      9,31      6,34      10,18     14,26     5,35      10,18     14,20     8,30      3,33      5,33      10,18     8,30      15,25     10,18     5,15      12,26
10,8      11,7      22,18     25,15     13,15     23,17     7,33      13,15     14,20     29,9      3,33      4,34      13,15     18,20     24,16     13,15     13,7      14,24
10,8      11,7      22,18     25,15     13,15     23,17     7,33      13,15     14,20     29,9      3,33      4,34      13,15     18,20     24,16     13,15     13,7      14,24
3,15      5,13      14,26     18,22     4,24      6,34      15,25     4,24      8,26      9,29      12,24     16,22     4,24      9,29      11,29     4,24      6,14      11,27
4,14      3,15      8,32      6,34      5,23      9,31      11,29     5,23      6,28      9,29      14,22     10,28     5,23      12,26     5,35      5,23      4,16      16,22
7,11      6,12      12,28     10,30     12,16     15,25     22,18     12,16     13,21     9,29      23,13     18,20     12,16     15,23     12,28     12,16     7,13      18,20
1,17      3,15      8,32      13,27     2,26      3,37      9,31      2,26      3,31      8,30      5,31      11,27     2,26      4,34      7,33      2,26      5,15      7,31
4,14      6,12      19,21     23,17     5,23      9,31      21,19     5,23      8,26      11,27     20,16     24,14     5,23      13,25     12,28     5,23      9,11      14,24
9,9       7,11      14,26     12,28     12,16     19,21     5,35      12,16     13,21     20,18     6,30      4,34      12,16     14,24     17,23     12,16     7,13      9,29
1,17      2,16      8,32      14,26     2,26      3,37      5,35      2,26      3,31      8,30      5,31      9,29      2,26      4,34      7,33      2,26      5,15      6,32
10,8      7,11      19,21     17,23     14,14     22,18     8,32      14,14     13,21     22,16     15,21     10,28     14,14     19,19     18,22     14,14     10,10     11,27
2,16      2,16      8,32      14,26     2,26      3,37      5,35      2,26      3,31      8,30      10,26     9,29      2,26      4,34      7,33      2,26      5,15      6,32
8,10      8,10      14,26     12,28     12,16     19,21     5,35      12,16     13,21     20,18     11,25     5,33      12,16     14,24     17,23     12,16     7,13      9,29
5,13      5,13      8,32      6,34      10,18     12,28     15,25     10,18     13,21     7,31      10,26     14,24     10,18     11,27     11,29     10,18     4,16      15,23
3,15      3,15      12,28     17,23     5,23      6,34      5,35      5,23      3,31      10,28     10,26     10,28     5,23      9,29      8,32      5,23      8,12      8,30
3,15      3,15      12,28     17,23     5,23      6,34      6,34      5,23      4,30      10,28     12,24     12,26     5,23      9,29      8,32      5,23      8,12      8,30
8,10      7,11      21,19     26,14     13,15     15,25     27,13     13,15     15,19     10,28     21,15     30,8      13,15     16,22     19,21     13,15     12,8      15,23
10,8      7,11      17,23     15,25     14,14     18,22     30,10     14,14     18,16     9,29      25,11     23,15     14,14     20,18     16,24     14,14     8,12      23,15
3,15      3,15      12,28     17,23     5,23      6,34      5,35      5,23      3,31      10,28     10,26     10,28     5,23      9,29      8,32      5,23      8,12      8,30
8,10      7,11      13,27     11,29     12,16     15,25     28,12     12,16     19,15     7,31      20,16     19,19     12,16     15,23     15,25     12,16     5,15      21,17
7,11      8,10      15,25     12,28     10,18     19,21     4,36      10,18     11,23     21,17     6,30      5,33      10,18     14,24     17,23     10,18     7,13      9,29
2,16      4,14      9,31      13,27     4,24      3,37      5,35      4,24      3,31      8,30      5,31      13,25     4,24      4,34      7,33      4,24      6,14      7,31
7,11      8,10      16,24     12,28     10,18     18,22     8,32      10,18     16,18     21,17     12,24     8,30      10,18     12,26     17,23     10,18     6,14      10,28
8,10      6,12      16,24     14,26     13,15     17,23     26,14     13,15     15,19     9,29      19,17     17,21     13,15     20,18     16,24     13,15     7,13      21,17
3,15      4,14      9,31      13,27     4,24      3,37      6,34      4,24      3,31      8,30      9,27      14,24     4,24      4,34      7,33      4,24      6,14      7,31
8,10      6,12      15,25     14,26     13,15     14,26     27,13     13,15     13,21     9,29      19,17     19,19     13,15     20,18     16,24     13,15     8,12      24,14
3,15      4,14      9,31      13,27     4,24      3,37      6,34      4,24      3,31      8,30      9,27      14,24     4,24      4,34      7,33      4,24      5,15      7,31
7,11      8,10      16,24     13,27     11,17     23,17     7,33      11,17     18,16     21,17     8,28      5,33      11,17     14,24     17,23     11,17     7,13      7,31
1,17      1,17      6,34      5,35      6,22      7,33      8,32      6,22      6,28      6,32      6,30      4,34      6,22      8,30      7,33      6,22      4,16      5,33
7,11      6,12      13,27     17,23     9,19      7,33      11,29     9,19      4,30      10,28     15,21     18,20     9,19      12,26     9,31      9,19      8,12      11,27
7,11      8,10      16,24     13,27     11,17     23,17     4,36      11,17     18,16     21,17     3,33      3,35      11,17     14,24     17,23     11,17     7,13      7,31
7,11      6,12      15,25     18,22     10,18     8,32      16,24     10,18     6,28      16,22     16,20     18,20     10,18     17,21     10,30     10,18     9,11      15,23
11,7      5,13      15,25     19,21     4,24      8,32      28,12     4,24      8,26      7,31      25,11     27,11     4,24      12,26     14,26     4,24      7,13      13,25
12,6      2,16      10,30     15,25     3,25      8,32      14,26     3,25      6,28      7,31      18,18     13,25     3,25      10,28     10,30     3,25      6,14      8,30
12,6      3,15      11,29     15,25     3,25      8,32      14,26     3,25      7,27      7,31      18,18     13,25     3,25      10,28     10,30     3,25      6,14      8,30
4,14      5,13      7,33      3,37      6,22      6,34      21,19     6,22      7,27      5,33      23,13     21,17     6,22      8,30      4,36      6,22      2,18      5,33
5,13      10,8      17,23     18,22     17,11     27,13     11,29     17,11     21,13     25,13     15,21     7,31      17,11     20,18     23,17     17,11     11,9      24,14
6,12      5,13      13,27     19,21     6,22      8,32      10,30     6,22      8,26      7,31      6,30      8,30      6,22      8,30      12,28     6,22      7,13      11,27
7,11      9,9       20,20     19,21     13,15     26,14     10,30     13,15     19,15     26,12     14,22     13,25     13,15     25,13     19,21     13,15     11,9      19,19
10,8      8,10      20,20     21,19     12,16     15,25     30,10     12,16     15,19     12,26     25,11     24,14     12,16     13,25     17,23     12,16     9,11      18,20
3,15      4,14      9,31      9,31      8,20      6,34      4,36      8,20      7,27      15,23     2,34      3,35      8,20      9,29      11,29     8,20      3,17      3,35
8,10      8,10      18,22     21,19     10,18     15,25     26,14     10,18     17,17     13,25     20,16     24,14     10,18     16,22     18,22     10,18     8,12      24,14
8,10      10,8      22,18     19,21     18,10     25,15     8,32      18,10     17,17     25,13     5,31      5,33      18,10     22,16     20,20     18,10     12,8      13,25
5,13      5,13      11,29     19,21     4,24      11,29     9,31      4,24      8,26      11,27     8,28      10,28     4,24      11,27     12,28     4,24      8,12      17,21
5,13      5,13      11,29     19,21     5,23      10,30     9,31      5,23      8,26      10,28     8,28      10,28     5,23      11,27     12,28     5,23      9,11      17,21
3,15      4,14      7,33      7,33      4,24      11,29     18,22     4,24      4,30      4,34      19,17     22,16     4,24      6,32      11,29     4,24      4,16      14,24
5,13      6,12      10,30     9,31      7,21      15,25     36,4      7,21      12,22     5,33      35,1      36,2      7,21      9,29      12,28     7,21      4,16      20,18
5,13      6,12      10,30     9,31      7,21      15,25     36,4      7,21      12,22     5,33      35,1      36,2      7,21      9,29      12,28     7,21      4,16      20,18
5,13      6,12      18,22     10,30     4,24      14,26     37,3      4,24      9,25      14,24     30,6      38,0      4,24      9,29      11,29     4,24      8,12      17,21
8,10      8,10      20,20     16,24     12,16     15,25     35,5      12,16     7,27      8,30      31,5      33,5      12,16     20,18     13,27     12,16     9,11      23,15
5,13      4,14      14,26     7,33      2,26      11,29     24,16     2,26      2,32      7,31      15,21     25,13     2,26      10,28     5,35      2,26      6,14      14,24
5,13      3,15      14,26     7,33      3,25      10,30     28,12     3,25      2,32      9,29      22,14     27,11     3,25      11,27     5,35      3,25      7,13      17,21
9,9       12,6      22,18     16,24     14,14     21,19     19,21     14,14     14,20     21,17     12,24     16,22     14,14     16,22     23,17     14,14     10,10     21,17
9,9       12,6      25,15     16,24     15,13     24,16     11,29     15,13     16,18     21,17     12,24     14,24     15,13     18,20     24,16     15,13     12,8      21,17
1,17      4,14      5,35      4,36      5,23      5,35      23,17     5,23      9,25      4,34      21,15     19,19     5,23      8,30      8,32      5,23      3,17      7,31
7,11      1,17      5,35      17,23     7,21      7,33      6,34      7,21      8,26      13,25     11,25     7,31      7,21      9,29      7,33      7,21      6,14      8,30
8,10      5,13      10,30     21,19     12,16     12,28     29,11     12,16     16,18     17,21     32,4      25,13     12,16     17,21     15,25     12,16     9,11      17,21
7,11      1,17      5,35      15,25     9,19      7,33      6,34      9,19      8,26      13,25     11,25     7,31      9,19      9,29      7,33      9,19      7,13      8,30
